transaction_date,transaction_time,store_location,product_category,product_detail,product_type,transaction_id,product_id,store_id,transaction_qty,unit_price,transaction_time,purchase_time,Day_name,Month_name,format_time,day_of_Month,day_classification,time_Buckets,Spend_classifications,Number_of_sales,number_of_products,store_count,revenue_per_day
2023-01-01,2026-03-02T12:01:00.000Z,Astoria,Tea,English Breakfast Lg,Brewed Black tea,158,49,3,2,3,2026-03-02T12:01:00.000Z,2023-01-01,Sun,Jan,12:03:00,1,Weekdays,03.Afternoon,03.CHEESEBOY,1,1,1,6
2023-01-01,2026-03-02T14:19:57.000Z,Lower Manhattan,Coffee,Our Old Time Diner Blend Rg,Drip coffee,288,23,5,2,2.5,2026-03-02T14:19:57.000Z,2023-01-01,Sun,Jan,14:03:00,1,Weekdays,03.Afternoon,03.CHEESEBOY,1,1,1,5
2023-01-01,2026-03-02T11:30:22.000Z,Hell's Kitchen,Coffee,Our Old Time Diner Blend Rg,Drip coffee,133,23,8,1,2.5,2026-03-02T11:30:22.000Z,2023-01-01,Sun,Jan,11:03:00,1,Weekdays,02.Morning,01.LOW.SPENDER,1,1,1,2.5
2023-01-01,2026-03-02T19:37:51.000Z,Astoria,Drinking Chocolate,Sustainably Grown Organic Rg,Hot chocolate,539,60,3,1,3.75,2026-03-02T19:37:51.000Z,2023-01-01,Sun,Jan,19:03:00,1,Weekdays,03. Night,02.MEDIUM.SPENDER,1,1,1,3.75
2023-01-01,2026-03-02T13:22:45.000Z,Astoria,Tea,Serenity Green Tea Rg,Brewed Green tea,242,46,3,2,2.5,2026-03-02T13:22:45.000Z,2023-01-01,Sun,Jan,13:03:00,1,Weekdays,03.Afternoon,03.CHEESEBOY,1,1,1,5
2023-01-01,2026-03-02T17:54:11.000Z,Astoria,Tea,Spicy Eye Opener Chai Rg,Brewed Chai tea,462,56,3,2,2.55,2026-03-02T17:54:11.000Z,2023-01-01,Sun,Jan,17:03:00,1,Weekdays,03. Night,03.CHEESEBOY,1,1,1,5.1
2023-01-01,2026-03-02T11:04:32.000Z,Hell's Kitchen,Coffee,Latte Rg,Barista Espresso,111,39,8,2,4.25,2026-03-02T11:04:32.000Z,2023-01-01,Sun,Jan,11:03:00,1,Weekdays,02.Morning,04.BLESSER,1,1,1,8.5
2023-01-01,2026-03-02T12:55:27.000Z,Lower Manhattan,Bakery,Croissant,Pastry,209,75,5,1,3.5,2026-03-02T12:55:27.000Z,2023-01-01,Sun,Jan,12:03:00,1,Weekdays,03.Afternoon,02.MEDIUM.SPENDER,1,1,1,3.5
2023-01-01,2026-03-02T16:56:48.000Z,Astoria,Coffee,Columbian Medium Roast Sm,Gourmet brewed coffee,410,28,3,1,2,2026-03-02T16:56:48.000Z,2023-01-01,Sun,Jan,16:03:00,1,Weekdays,03.Afternoon,01.LOW.SPENDER,1,1,1,2
2023-01-01,2026-03-02T10:49:51.000Z,Lower Manhattan,Drinking Chocolate,Sustainably Grown Organic Lg,Hot chocolate,100,61,5,2,4.75,2026-03-02T10:49:51.000Z,2023-01-01,Sun,Jan,10:03:00,1,Weekdays,02.Morning,04.BLESSER,1,1,1,9.5
2023-01-01,2026-03-02T09:14:16.000Z,Lower Manhattan,Tea,English Breakfast Rg,Brewed Black tea,48,48,5,1,2.5,2026-03-02T09:14:16.000Z,2023-01-01,Sun,Jan,09:03:00,1,Weekdays,01.Rush Hour,01.LOW.SPENDER,1,1,1,2.5
2023-01-01,2026-03-02T08:11:45.000Z,Hell's Kitchen,Drinking Chocolate,Sustainably Grown Organic Lg,Hot chocolate,20,61,8,1,4.75,2026-03-02T08:11:45.000Z,2023-01-01,Sun,Jan,08:03:00,1,Weekdays,01.Rush Hour,03.CHEESEBOY,1,1,1,4.75
2023-01-01,2026-03-02T15:19:34.000Z,Astoria,Coffee,Columbian Medium Roast Rg,Gourmet brewed coffee,339,29,3,1,2.5,2026-03-02T15:19:34.000Z,2023-01-01,Sun,Jan,15:03:00,1,Weekdays,03.Afternoon,01.LOW.SPENDER,1,1,1,2.5
2023-01-01,2026-03-02T12:01:20.000Z,Astoria,Bakery,Croissant,Pastry,160,75,3,1,3.5,2026-03-02T12:01:20.000Z,2023-01-01,Sun,Jan,12:03:00,1,Weekdays,03.Afternoon,02.MEDIUM.SPENDER,1,1,1,3.5
2023-01-01,2026-03-02T09:56:30.000Z,Hell's Kitchen,Coffee,Our Old Time Diner Blend Sm,Drip coffee,79,22,8,1,2,2026-03-02T09:56:30.000Z,2023-01-01,Sun,Jan,09:03:00,1,Weekdays,01.Rush Hour,01.LOW.SPENDER,1,1,1,2
2023-01-01,2026-03-02T08:57:46.000Z,Hell's Kitchen,Tea,Morning Sunrise Chai Rg,Brewed Chai tea,35,54,8,1,2.5,2026-03-02T08:57:46.000Z,2023-01-01,Sun,Jan,08:03:00,1,Weekdays,01.Rush Hour,01.LOW.SPENDER,1,1,1,2.5
2023-01-01,2026-03-02T14:13:28.000Z,Lower Manhattan,Tea,Spicy Eye Opener Chai Lg,Brewed Chai tea,287,57,5,2,3.1,2026-03-02T14:13:28.000Z,2023-01-01,Sun,Jan,14:03:00,1,Weekdays,03.Afternoon,04.BLESSER,1,1,1,6.2
2023-01-01,2026-03-02T09:44:20.000Z,Lower Manhattan,Tea,Morning Sunrise Chai Rg,Brewed Chai tea,66,54,5,2,2.5,2026-03-02T09:44:20.000Z,2023-01-01,Sun,Jan,09:03:00,1,Weekdays,01.Rush Hour,03.CHEESEBOY,1,1,1,5
2023-01-01,2026-03-02T19:49:37.000Z,Astoria,Coffee,Jamaican Coffee River Lg,Premium brewed coffee,546,36,3,1,3.75,2026-03-02T19:49:37.000Z,2023-01-01,Sun,Jan,19:03:00,1,Weekdays,03. Night,02.MEDIUM.SPENDER,1,1,1,3.75
2023-01-01,2026-03-02T19:09:54.000Z,Hell's Kitchen,Coffee,Cappuccino Lg,Barista Espresso,522,41,8,1,4.25,2026-03-02T19:09:54.000Z,2023-01-01,Sun,Jan,19:03:00,1,Weekdays,03. Night,03.CHEESEBOY,1,1,1,4.25
2023-01-01,2026-03-02T19:35:55.000Z,Hell's Kitchen,Coffee,Brazilian Lg,Organic brewed coffee,538,27,8,2,3.5,2026-03-02T19:35:55.000Z,2023-01-01,Sun,Jan,19:03:00,1,Weekdays,03. Night,04.BLESSER,1,1,1,7
2023-01-01,2026-03-02T18:25:57.000Z,Hell's Kitchen,Tea,Lemon Grass Lg,Brewed herbal tea,492,43,8,1,3,2026-03-02T18:25:57.000Z,2023-01-01,Sun,Jan,18:03:00,1,Weekdays,03. Night,01.LOW.SPENDER,1,1,1,3
2023-01-01,2026-03-02T13:20:51.000Z,Astoria,Coffee,Jamaican Coffee River Rg,Premium brewed coffee,239,35,3,2,3.1,2026-03-02T13:20:51.000Z,2023-01-01,Sun,Jan,13:03:00,1,Weekdays,03.Afternoon,04.BLESSER,1,1,1,6.2
2023-01-01,2026-03-02T18:03:13.000Z,Astoria,Bakery,Scottish Cream Scone ,Scone,471,78,3,1,4.5,2026-03-02T18:03:13.000Z,2023-01-01,Sun,Jan,18:03:00,1,Weekdays,03. Night,03.CHEESEBOY,1,1,1,4.5
2023-01-01,2026-03-02T13:09:03.000Z,Astoria,Coffee,Jamaican Coffee River Rg,Premium brewed coffee,229,35,3,1,3.1,2026-03-02T13:09:03.000Z,2023-01-01,Sun,Jan,13:03:00,1,Weekdays,03.Afternoon,02.MEDIUM.SPENDER,1,1,1,3.1
2023-01-01,2026-03-02T17:43:49.000Z,Hell's Kitchen,Tea,Traditional Blend Chai Rg,Brewed Chai tea,451,52,8,2,2.5,2026-03-02T17:43:49.000Z,2023-01-01,Sun,Jan,17:03:00,1,Weekdays,03. Night,03.CHEESEBOY,1,1,1,5
2023-01-01,2026-03-02T17:41:55.000Z,Astoria,Bakery,Chocolate Croissant,Pastry,450,71,3,1,3.75,2026-03-02T17:41:55.000Z,2023-01-01,Sun,Jan,17:03:00,1,Weekdays,03. Night,02.MEDIUM.SPENDER,1,1,1,3.75
2023-01-01,2026-03-02T09:14:25.000Z,Hell's Kitchen,Tea,Serenity Green Tea Rg,Brewed Green tea,50,46,8,1,2.5,2026-03-02T09:14:25.000Z,2023-01-01,Sun,Jan,09:03:00,1,Weekdays,01.Rush Hour,01.LOW.SPENDER,1,1,1,2.5
2023-01-01,2026-03-02T12:55:27.000Z,Lower Manhattan,Tea,Spicy Eye Opener Chai Lg,Brewed Chai tea,208,57,5,1,3.1,2026-03-02T12:55:27.000Z,2023-01-01,Sun,Jan,12:03:00,1,Weekdays,03.Afternoon,02.MEDIUM.SPENDER,1,1,1,3.1
2023-01-01,2026-03-02T09:14:17.000Z,Hell's Kitchen,Coffee,Our Old Time Diner Blend Rg,Drip coffee,49,23,8,1,2.5,2026-03-02T09:14:17.000Z,2023-01-01,Sun,Jan,09:03:00,1,Weekdays,01.Rush Hour,01.LOW.SPENDER,1,1,1,2.5
2023-01-01,2026-03-02T10:47:53.000Z,Lower Manhattan,Coffee,Jamaican Coffee River Lg,Premium brewed coffee,98,36,5,2,3.75,2026-03-02T10:47:53.000Z,2023-01-01,Sun,Jan,10:03:00,1,Weekdays,02.Morning,04.BLESSER,1,1,1,7.5
2023-01-01,2026-03-02T12:50:15.000Z,Astoria,Drinking Chocolate,Dark chocolate Lg,Hot chocolate,198,59,3,1,4.5,2026-03-02T12:50:15.000Z,2023-01-01,Sun,Jan,12:03:00,1,Weekdays,03.Afternoon,03.CHEESEBOY,1,1,1,4.5
2023-01-01,2026-03-02T16:20:07.000Z,Astoria,Coffee,Jamaican Coffee River Lg,Premium brewed coffee,384,36,3,2,3.75,2026-03-02T16:20:07.000Z,2023-01-01,Sun,Jan,16:03:00,1,Weekdays,03.Afternoon,04.BLESSER,1,1,1,7.5
2023-01-01,2026-03-02T12:36:57.000Z,Hell's Kitchen,Drinking Chocolate,Sustainably Grown Organic Rg,Hot chocolate,185,60,8,1,3.75,2026-03-02T12:36:57.000Z,2023-01-01,Sun,Jan,12:03:00,1,Weekdays,03.Afternoon,02.MEDIUM.SPENDER,1,1,1,3.75
2023-01-01,2026-03-02T12:30:46.000Z,Astoria,Tea,Peppermint Rg,Brewed herbal tea,180,44,3,2,2.5,2026-03-02T12:30:46.000Z,2023-01-01,Sun,Jan,12:03:00,1,Weekdays,03.Afternoon,03.CHEESEBOY,1,1,1,5
2023-01-01,2026-03-02T15:42:20.000Z,Astoria,Coffee,Jamaican Coffee River Lg,Premium brewed coffee,359,36,3,1,3.75,2026-03-02T15:42:20.000Z,2023-01-01,Sun,Jan,15:03:00,1,Weekdays,03.Afternoon,02.MEDIUM.SPENDER,1,1,1,3.75
2023-01-01,2026-03-02T12:23:39.000Z,Astoria,Coffee,Our Old Time Diner Blend Lg,Drip coffee,178,24,3,1,3,2026-03-02T12:23:39.000Z,2023-01-01,Sun,Jan,12:03:00,1,Weekdays,03.Afternoon,01.LOW.SPENDER,1,1,1,3
2023-01-01,2026-03-02T09:11:06.000Z,Lower Manhattan,Tea,Spicy Eye Opener Chai Rg,Brewed Chai tea,44,56,5,1,2.55,2026-03-02T09:11:06.000Z,2023-01-01,Sun,Jan,09:03:00,1,Weekdays,01.Rush Hour,01.LOW.SPENDER,1,1,1,2.55
2023-01-01,2026-03-02T17:10:34.000Z,Astoria,Coffee,Brazilian Lg,Organic brewed coffee,418,27,3,1,3.5,2026-03-02T17:10:34.000Z,2023-01-01,Sun,Jan,17:03:00,1,Weekdays,03. Night,02.MEDIUM.SPENDER,1,1,1,3.5
2023-01-01,2026-03-02T12:05:31.000Z,Astoria,Tea,Traditional Blend Chai Rg,Brewed Chai tea,165,52,3,2,2.5,2026-03-02T12:05:31.000Z,2023-01-01,Sun,Jan,12:03:00,1,Weekdays,03.Afternoon,03.CHEESEBOY,1,1,1,5
2023-01-01,2026-03-02T15:06:27.000Z,Lower Manhattan,Coffee,Brazilian Sm,Organic brewed coffee,328,25,5,2,2.2,2026-03-02T15:06:27.000Z,2023-01-01,Sun,Jan,15:03:00,1,Weekdays,03.Afternoon,03.CHEESEBOY,1,1,1,4.4
2023-01-01,2026-03-02T08:00:18.000Z,Hell's Kitchen,Tea,Lemon Grass Rg,Brewed herbal tea,18,42,8,1,2.5,2026-03-02T08:00:18.000Z,2023-01-01,Sun,Jan,08:03:00,1,Weekdays,01.Rush Hour,01.LOW.SPENDER,1,1,1,2.5
2023-01-01,2026-03-02T14:51:19.000Z,Lower Manhattan,Tea,Lemon Grass Lg,Brewed herbal tea,322,43,5,2,3,2026-03-02T14:51:19.000Z,2023-01-01,Sun,Jan,14:03:00,1,Weekdays,03.Afternoon,03.CHEESEBOY,1,1,1,6
2023-01-01,2026-03-02T14:32:42.000Z,Lower Manhattan,Coffee,Cappuccino Lg,Barista Espresso,307,41,5,2,4.25,2026-03-02T14:32:42.000Z,2023-01-01,Sun,Jan,14:03:00,1,Weekdays,03.Afternoon,04.BLESSER,1,1,1,8.5
2023-01-01,2026-03-02T14:29:50.000Z,Lower Manhattan,Bakery,Scottish Cream Scone ,Scone,302,78,5,1,4.5,2026-03-02T14:29:50.000Z,2023-01-01,Sun,Jan,14:03:00,1,Weekdays,03.Afternoon,03.CHEESEBOY,1,1,1,4.5
2023-01-01,2026-03-02T11:47:13.000Z,Astoria,Coffee,Columbian Medium Roast Lg,Gourmet brewed coffee,144,30,3,1,3,2026-03-02T11:47:13.000Z,2023-01-01,Sun,Jan,11:03:00,1,Weekdays,02.Morning,01.LOW.SPENDER,1,1,1,3
2023-01-01,2026-03-02T18:18:10.000Z,Astoria,Drinking Chocolate,Dark chocolate Lg,Hot chocolate,482,59,3,1,4.5,2026-03-02T18:18:10.000Z,2023-01-01,Sun,Jan,18:03:00,1,Weekdays,03. Night,03.CHEESEBOY,1,1,1,4.5
2023-01-01,2026-03-02T09:50:44.000Z,Lower Manhattan,Bakery,Hazelnut Biscotti,Biscotti,71,69,5,1,3.25,2026-03-02T09:50:44.000Z,2023-01-01,Sun,Jan,09:03:00,1,Weekdays,01.Rush Hour,02.MEDIUM.SPENDER,1,1,1,3.25
2023-01-01,2026-03-02T13:58:10.000Z,Astoria,Tea,Serenity Green Tea Rg,Brewed Green tea,276,46,3,2,2.5,2026-03-02T13:58:10.000Z,2023-01-01,Sun,Jan,13:03:00,1,Weekdays,03.Afternoon,03.CHEESEBOY,1,1,1,5
2023-01-01,2026-03-02T11:29:57.000Z,Hell's Kitchen,Bakery,Scottish Cream Scone ,Scone,132,78,8,1,4.5,2026-03-02T11:29:57.000Z,2023-01-01,Sun,Jan,11:03:00,1,Weekdays,02.Morning,03.CHEESEBOY,1,1,1,4.5
2023-01-01,2026-03-02T18:49:48.000Z,Astoria,Coffee,Brazilian Lg,Organic brewed coffee,506,27,3,1,3.5,2026-03-02T18:49:48.000Z,2023-01-01,Sun,Jan,18:03:00,1,Weekdays,03. Night,02.MEDIUM.SPENDER,1,1,1,3.5
2023-01-01,2026-03-02T18:56:35.000Z,Hell's Kitchen,Coffee,Latte Rg,Barista Espresso,513,39,8,2,4.25,2026-03-02T18:56:35.000Z,2023-01-01,Sun,Jan,18:03:00,1,Weekdays,03. Night,04.BLESSER,1,1,1,8.5
2023-01-01,2026-03-02T19:08:56.000Z,Astoria,Drinking Chocolate,Sustainably Grown Organic Rg,Hot chocolate,521,60,3,1,3.75,2026-03-02T19:08:56.000Z,2023-01-01,Sun,Jan,19:03:00,1,Weekdays,03. Night,02.MEDIUM.SPENDER,1,1,1,3.75
2023-01-01,2026-03-02T19:22:39.000Z,Hell's Kitchen,Coffee,Cappuccino,Barista Espresso,529,40,8,1,3.75,2026-03-02T19:22:39.000Z,2023-01-01,Sun,Jan,19:03:00,1,Weekdays,03. Night,02.MEDIUM.SPENDER,1,1,1,3.75
2023-01-01,2026-03-02T19:34:48.000Z,Astoria,Coffee,Cappuccino,Barista Espresso,537,40,3,1,3.75,2026-03-02T19:34:48.000Z,2023-01-01,Sun,Jan,19:03:00,1,Weekdays,03. Night,02.MEDIUM.SPENDER,1,1,1,3.75
2023-01-01,2026-03-02T19:45:28.000Z,Hell's Kitchen,Coffee,Brazilian Rg,Organic brewed coffee,545,26,8,1,3,2026-03-02T19:45:28.000Z,2023-01-01,Sun,Jan,19:03:00,1,Weekdays,03. Night,01.LOW.SPENDER,1,1,1,3
2023-01-01,2026-03-02T13:39:41.000Z,Lower Manhattan,Tea,Earl Grey Lg,Brewed Black tea,251,51,5,1,3,2026-03-02T13:39:41.000Z,2023-01-01,Sun,Jan,13:03:00,1,Weekdays,03.Afternoon,01.LOW.SPENDER,1,1,1,3
2023-01-01,2026-03-02T18:22:53.000Z,Astoria,Coffee,Ethiopia Rg,Gourmet brewed coffee,488,32,3,1,3,2026-03-02T18:22:53.000Z,2023-01-01,Sun,Jan,18:03:00,1,Weekdays,03. Night,01.LOW.SPENDER,1,1,1,3
2023-01-01,2026-03-02T18:23:34.000Z,Lower Manhattan,Tea,Traditional Blend Chai Lg,Brewed Chai tea,490,53,5,2,3,2026-03-02T18:23:34.000Z,2023-01-01,Sun,Jan,18:03:00,1,Weekdays,03. Night,03.CHEESEBOY,1,1,1,6
2023-01-01,2026-03-02T18:13:32.000Z,Lower Manhattan,Coffee,Our Old Time Diner Blend Rg,Drip coffee,478,23,5,2,2.5,2026-03-02T18:13:32.000Z,2023-01-01,Sun,Jan,18:03:00,1,Weekdays,03. Night,03.CHEESEBOY,1,1,1,5
2023-01-01,2026-03-02T07:44:35.000Z,Lower Manhattan,Coffee,Ethiopia Lg,Gourmet brewed coffee,12,33,5,2,3.5,2026-03-02T07:44:35.000Z,2023-01-01,Sun,Jan,07:03:00,1,Weekdays,01.Rush Hour,04.BLESSER,1,1,1,7
2023-01-01,2026-03-02T18:02:00.000Z,Astoria,Tea,Traditional Blend Chai Rg,Brewed Chai tea,468,52,3,1,2.5,2026-03-02T18:02:00.000Z,2023-01-01,Sun,Jan,18:03:00,1,Weekdays,03. Night,01.LOW.SPENDER,1,1,1,2.5
2023-01-01,2026-03-02T13:07:37.000Z,Lower Manhattan,Coffee,Our Old Time Diner Blend Lg,Drip coffee,228,24,5,2,3,2026-03-02T13:07:37.000Z,2023-01-01,Sun,Jan,13:03:00,1,Weekdays,03.Afternoon,03.CHEESEBOY,1,1,1,6
2023-01-01,2026-03-02T11:10:21.000Z,Astoria,Tea,Serenity Green Tea Lg,Brewed Green tea,115,47,3,1,3,2026-03-02T11:10:21.000Z,2023-01-01,Sun,Jan,11:03:00,1,Weekdays,02.Morning,01.LOW.SPENDER,1,1,1,3
2023-01-01,2026-03-02T09:29:57.000Z,Hell's Kitchen,Tea,Traditional Blend Chai Lg,Brewed Chai tea,61,53,8,1,3,2026-03-02T09:29:57.000Z,2023-01-01,Sun,Jan,09:03:00,1,Weekdays,01.Rush Hour,01.LOW.SPENDER,1,1,1,3
2023-01-01,2026-03-02T17:37:26.000Z,Hell's Kitchen,Tea,Lemon Grass Rg,Brewed herbal tea,447,42,8,1,2.5,2026-03-02T17:37:26.000Z,2023-01-01,Sun,Jan,17:03:00,1,Weekdays,03. Night,01.LOW.SPENDER,1,1,1,2.5
2023-01-01,2026-03-02T09:21:08.000Z,Lower Manhattan,Coffee,Latte,Barista Espresso,56,38,5,1,3.75,2026-03-02T09:21:08.000Z,2023-01-01,Sun,Jan,09:03:00,1,Weekdays,01.Rush Hour,02.MEDIUM.SPENDER,1,1,1,3.75
2023-01-01,2026-03-02T13:01:33.000Z,Lower Manhattan,Coffee,Brazilian Sm,Organic brewed coffee,217,25,5,2,2.2,2026-03-02T13:01:33.000Z,2023-01-01,Sun,Jan,13:03:00,1,Weekdays,03.Afternoon,03.CHEESEBOY,1,1,1,4.4
2023-01-01,2026-03-02T13:02:40.000Z,Hell's Kitchen,Tea,English Breakfast Lg,Brewed Black tea,218,49,8,1,3,2026-03-02T13:02:40.000Z,2023-01-01,Sun,Jan,13:03:00,1,Weekdays,03.Afternoon,01.LOW.SPENDER,1,1,1,3
2023-01-01,2026-03-02T13:02:40.000Z,Hell's Kitchen,Bakery,Scottish Cream Scone ,Scone,219,78,8,1,4.5,2026-03-02T13:02:40.000Z,2023-01-01,Sun,Jan,13:03:00,1,Weekdays,03.Afternoon,03.CHEESEBOY,1,1,1,4.5
2023-01-01,2026-03-02T17:17:22.000Z,Hell's Kitchen,Coffee,Ethiopia Sm,Gourmet brewed coffee,424,31,8,1,2.2,2026-03-02T17:17:22.000Z,2023-01-01,Sun,Jan,17:03:00,1,Weekdays,03. Night,01.LOW.SPENDER,1,1,1,2.2
2023-01-01,2026-03-02T17:19:08.000Z,Lower Manhattan,Coffee,Jamaican Coffee River Sm,Premium brewed coffee,426,34,5,2,2.45,2026-03-02T17:19:08.000Z,2023-01-01,Sun,Jan,17:03:00,1,Weekdays,03. Night,03.CHEESEBOY,1,1,1,4.9
2023-01-01,2026-03-02T17:01:31.000Z,Hell's Kitchen,Tea,Earl Grey Rg,Brewed Black tea,414,50,8,2,2.5,2026-03-02T17:01:31.000Z,2023-01-01,Sun,Jan,17:03:00,1,Weekdays,03. Night,03.CHEESEBOY,1,1,1,5
2023-01-01,2026-03-02T07:22:41.000Z,Lower Manhattan,Bakery,Oatmeal Scone,Scone,6,77,5,1,3,2026-03-02T07:22:41.000Z,2023-01-01,Sun,Jan,07:03:00,1,Weekdays,01.Rush Hour,01.LOW.SPENDER,1,1,1,3
2023-01-01,2026-03-02T16:48:31.000Z,Lower Manhattan,Tea,Peppermint Rg,Brewed herbal tea,404,44,5,2,2.5,2026-03-02T16:48:31.000Z,2023-01-01,Sun,Jan,16:03:00,1,Weekdays,03.Afternoon,03.CHEESEBOY,1,1,1,5
2023-01-01,2026-03-02T12:48:08.000Z,Astoria,Coffee,Latte,Barista Espresso,196,38,3,2,3.75,2026-03-02T12:48:08.000Z,2023-01-01,Sun,Jan,12:03:00,1,Weekdays,03.Afternoon,04.BLESSER,1,1,1,7.5
2023-01-01,2026-03-02T10:49:13.000Z,Hell's Kitchen,Tea,Earl Grey Lg,Brewed Black tea,99,51,8,2,3,2026-03-02T10:49:13.000Z,2023-01-01,Sun,Jan,10:03:00,1,Weekdays,02.Morning,03.CHEESEBOY,1,1,1,6
2023-01-01,2026-03-02T09:15:13.000Z,Lower Manhattan,Tea,Lemon Grass Lg,Brewed herbal tea,53,43,5,2,3,2026-03-02T09:15:13.000Z,2023-01-01,Sun,Jan,09:03:00,1,Weekdays,01.Rush Hour,03.CHEESEBOY,1,1,1,6
2023-01-01,2026-03-02T16:19:26.000Z,Lower Manhattan,Coffee,Cappuccino,Barista Espresso,383,40,5,2,3.75,2026-03-02T16:19:26.000Z,2023-01-01,Sun,Jan,16:03:00,1,Weekdays,03.Afternoon,04.BLESSER,1,1,1,7.5
2023-01-01,2026-03-02T12:52:18.000Z,Lower Manhattan,Bakery,Croissant,Pastry,204,75,5,1,3.5,2026-03-02T12:52:18.000Z,2023-01-01,Sun,Jan,12:03:00,1,Weekdays,03.Afternoon,02.MEDIUM.SPENDER,1,1,1,3.5
2023-01-01,2026-03-02T12:35:53.000Z,Lower Manhattan,Coffee,Ethiopia Sm,Gourmet brewed coffee,184,31,5,2,2.2,2026-03-02T12:35:53.000Z,2023-01-01,Sun,Jan,12:03:00,1,Weekdays,03.Afternoon,03.CHEESEBOY,1,1,1,4.4
2023-01-01,2026-03-02T16:12:00.000Z,Hell's Kitchen,Coffee,Ouro Brasileiro shot,Barista Espresso,378,87,8,1,3,2026-03-02T16:12:00.000Z,2023-01-01,Sun,Jan,16:03:00,1,Weekdays,03.Afternoon,01.LOW.SPENDER,1,1,1,3
2023-01-01,2026-03-02T15:58:55.000Z,Hell's Kitchen,Tea,English Breakfast Rg,Brewed Black tea,368,48,8,1,2.5,2026-03-02T15:58:55.000Z,2023-01-01,Sun,Jan,15:03:00,1,Weekdays,03.Afternoon,01.LOW.SPENDER,1,1,1,2.5
2023-01-01,2026-03-02T15:52:23.000Z,Lower Manhattan,Bakery,Hazelnut Biscotti,Biscotti,364,69,5,1,3.25,2026-03-02T15:52:23.000Z,2023-01-01,Sun,Jan,15:03:00,1,Weekdays,03.Afternoon,02.MEDIUM.SPENDER,1,1,1,3.25
